1,3
2,2
3,4
4,0
5,0
6,3
7,4
8,3
9,1
10,4
11,1
12,2
13,4
14,4
15,1
16,1
17,3
18,4
19,2
20,0
21,4
22,3
23,1
24,0
25,1
26,3
27,4
28,3
29,3
30,3
31,1
32,3
