-3.46552,-10.6936,-6.15212,-5.6059,-6.08131,-4.02975,-3.2721,-12.7695,-12.4664,-5.18586,-5.27398,-13.7548,-6.21381,-8.10823,-18.5176,-12.384,-14.6016,-17.7238,-15.6953,-13.2335,-10.5944,-11.2958,-5.49416,-9.91821,-9.6946,-15.4457,-6.63461,-9.37042,-4.58305,-12.7296,-4.4438,-4.31915,-3.60914,-10.6313,-1.04475,2.19245,8.96333,
-8.23673,-4.60355,-10.7079,-12.0153,-10.4592,-9.67953,-1.25004,-2.70248,-6.74931,-8.85668,-13.6441,-7.79523,-9.38662,-21.0022,-5.33857,-12.1459,-11.2716,-17.4859,-13.4001,-6.2672,-10.9909,-8.32454,-19.6195,-6.81667,-14.2195,-16.5329,-16.7138,-9.16856,-13.096,-4.3816,-5.14922,-21.9754,-6.98576,-8.37635,1.46009,8.07433,-3.10393,
-5.28071,3.0711,-2.90624,-18.8058,-4.6737,-6.58178,-11.6416,-14.0956,-11.6897,-16.6503,-8.17155,-11.7021,-9.07397,-9.24193,-12.457,-8.24855,-7.12682,-6.85722,-21.8092,-26.4241,-12.9627,-11.7292,-10.6801,-20.2516,-6.44341,-13.7736,-18.6493,-8.57525,-20.9439,-18.5068,-12.829,0.907519,-4.60844,2.6547,-1.0808,2.31217,11.3076,
-2.03247,-16.2293,-6.685,-8.13966,-7.13177,-8.62259,-1.63992,-4.55886,-12.2017,-6.47235,-2.18778,-8.90439,-8.05623,-8.80135,-9.44498,-20.9799,-4.35112,-11.4742,-9.40752,-18.3331,-6.3471,-9.88812,-11.6456,-15.1546,-15.8937,-20.0792,-8.44836,-16.934,-8.20285,-9.14961,-14.3003,-8.75916,2.40578,-8.83479,0.266455,1.24107,0.160737,
2.97417,2.43607,-0.334769,1.80922,-5.36918,-0.035679,-4.30614,-7.10954,-1.36429,-7.38033,-8.72916,-7.40151,-14.4565,-23.4548,-13.78,-16.7987,-10.4439,-17.266,-13.5272,-11.2254,-11.6037,-11.4515,-8.81512,-7.475,-9.9744,-15.8802,-19.255,-15.1065,-14.19,-1.69755,-21.115,-3.22213,5.86737,-13.118,-1.92362,7.34064,10.7086,
-1.36935,7.01041,-9.5728,2.20707,0.615128,-10.096,-6.06466,-6.31705,-10.3149,-1.15826,-6.41424,-2.52626,-16.2509,-1.69651,-7.18252,-14.1394,-7.98136,-8.82274,-11.1926,-10.5834,-14.029,-15.2754,-9.74697,-10.8001,-10.8045,-16.7681,-15.5086,-5.56746,-3.2482,-11.139,-10.3382,-4.24266,-2.77015,2.22589,7.05507,9.79247,7.13865,
9.81769,2.93583,-22.5735,-1.36548,-0.748461,-12.8554,-5.87559,-5.68373,-4.58489,-13.0785,-7.34419,-12.9321,-2.59688,-14.8287,-18.5753,-4.8703,-8.7191,-13.6972,-23.6315,-10.2694,-16.4606,-14.7708,-11.4955,-6.89101,-13.2473,-16.1537,-16.0069,-15.3804,-23.0393,-3.21561,-1.23452,-2.18846,-8.7259,1.13037,7.53412,6.43154,3.01827,
14.538,7.78412,-3.68507,5.7791,3.96681,1.49528,-4.13428,0.1296,-11.5735,-3.15813,-9.54285,-8.12501,-21.7789,-14.0433,-11.1466,-6.64687,-8.70541,-11.1688,-11.5802,-11.7251,-6.9143,-16.1214,-9.54619,-15.2414,-16.2783,-4.65885,-4.59148,-14.0068,-8.92642,-4.6444,-4.8281,-8.79973,6.49724,5.41877,-11.9583,-2.07888,5.06413,
11.5432,5.23848,3.30759,3.76742,0.761257,-16.8362,-3.84751,0.228134,-6.58155,-7.89027,-2.74326,-3.69918,-5.0264,-12.2804,-4.40225,-10.5896,-8.162,-6.58729,-9.4167,-10.7695,-10.6066,-23.8001,-8.76632,-11.7144,-18.3614,-13.6394,-16.6241,-14.9469,-4.28625,-7.90952,-4.05743,-18.9592,3.09554,-3.08883,7.23438,-2.0568,9.26918,
8.57462,8.11972,3.2479,-0.344408,1.66909,-0.360343,-5.53272,-7.92979,-4.28991,-8.15976,-5.74791,-2.9607,-9.08812,-7.53343,-7.15931,-7.27885,-22.4681,-23.6459,-18.84,-13.3705,-27.5421,-5.99896,-6.01294,-9.94685,-8.50917,-4.16914,-9.8548,-15.2337,-8.92969,-12.554,-12.4599,-4.50597,-0.428442,-3.05236,-1.33402,-5.26027,-0.565091,
14.0202,0.821351,-1.35737,-5.37411,-4.79151,-1.02362,-9.66636,-3.96676,-15.3658,-12.7716,-8.34573,-12.233,-9.66802,-14.1095,-3.66679,-11.5276,-9.32209,-9.27157,-12.6638,-21.4518,-12.3599,-12.1837,-15.8302,-11.3969,-12.6766,-12.794,-10.6319,-22.9753,-13.4722,-13.8256,-20.6691,-9.55573,-2.92938,-0.614951,-0.500236,9.38376,7.15798,
-0.941335,6.84265,0.127153,-0.755746,2.75689,-6.78232,-9.63472,-3.29545,-2.38327,-4.25494,-5.25857,-4.88691,-14.7206,-10.0832,-7.68559,-4.70075,-12.7701,-12.9405,-31.4609,-18.0483,-13.5938,-26.8628,-9.24483,-14.5925,-11.6974,-17.0358,-11.2553,-5.27333,-5.45953,-11.0362,-7.49032,-14.2136,-13.0376,-1.58276,4.30188,-4.29918,13.1555,
9.33931,8.02199,7.73814,2.37825,-2.03606,2.34583,-3.32331,-9.18108,0.899485,-5.87577,-3.23471,-2.74608,-14.3897,-17.3371,-8.624,-10.7597,-12.7899,-8.2263,-7.15146,-22.2542,-13.1017,-14.3184,-14.1564,-13.7934,-14.2668,-6.06087,-10.3191,-9.0233,-9.92911,-14.0683,-8.82201,-3.07225,-13.6896,-1.78642,8.0386,-3.55055,3.79479,
-2.93267,0.489413,4.33316,-4.16805,6.7291,-4.83657,-5.9407,-5.70401,-16.4948,-5.69749,-13.0821,-6.18281,-14.0979,-21.7923,-20.7985,-8.74528,-11.3522,-11.222,-14.6041,-6.19216,-8.47833,-10.2759,-25.7196,-21.0714,-8.14325,-23.7304,-7.78732,-1.48966,-4.92621,-2.18407,2.59034,-1.68542,-4.06744,6.91459,3.84694,-2.20909,2.13823,
