-2.13063,-2.74803,-1.42021,-6.73721,-11.6422,-15.2065,-19.9822,-8.28165,-13.7574,-26.586,-13.8689,-9.64662,-18.3274,-8.58746,-9.39588,-20.879,-7.5358,-13.0799,-16.7629,-15.8894,-8.76559,-14.3271,-8.9685,-11.1466,-11.7811,-18.1474,-18.8318,-16.7978,-22.0794,-23.3863,-15.9445,-12.1864,-13.7238,-14.5487,-11.7912,-16.3389,-5.71417
-8.20138,-9.6657,-13.0201,-16.0102,-4.42501,-5.80835,-4.95088,-14.2169,-4.37295,-9.55695,-6.31843,-10.1765,-3.6763,-17.0386,-7.28393,-16.1488,-14.6491,-14.7006,-18.2313,-20.3336,-7.77165,-15.7236,-18.7326,-11.3983,-16.9767,-11.6184,-12.8719,-5.27146,-12.5099,-6.4739,-6.79343,-6.57363,-6.27117,-0.926356,0.072807,1.99924,3.67581
2.66366,1.44663,-0.545482,-4.33573,-4.90285,-13.9021,-11.281,-18.8703,-1.06668,-7.43091,-8.56139,-12.232,-7.22282,-17.2316,-20.0411,-5.45192,-28.8226,-8.58114,-11.9366,-15.8674,-12.2231,-8.36369,-11.3401,-9.17725,-12.6984,-23.2492,-10.2306,-6.18606,-9.30117,-7.70318,-11.9726,-6.11141,-5.65059,-1.64686,-0.66549,1.94953,3.96091
0.800097,-5.42017,-5.01043,-4.81717,-4.39697,-0.083584,-9.14533,-5.05772,-6.06175,-13.4628,-12.8369,-8.4738,-12.1957,-9.15804,-16.1328,-15.3129,-9.899,-7.42292,-25.4666,-7.74201,-10.065,-24.7584,-13.3369,-5.27577,-15.0972,-7.26298,-16.9263,-9.25423,-8.60065,-11.5805,-2.29615,-1.34545,-0.275334,-0.365469,-0.56963,1.58547,2.08911
-2.40857,-4.86789,-3.73119,-0.993722,-2.82895,-0.488904,-8.88731,-5.04572,-6.37452,-10.9547,-25.4063,-13.5429,-16.6692,-12.8726,-15.5042,-16.6465,-19.0353,-9.72536,-17.1155,-14.912,-13.1538,-11.9177,-6.23728,-5.28687,-8.25874,-12.7491,-17.1956,-4.6434,-12.0204,-16.3378,-6.62594,-2.56563,-10.979,-4.96405,0.0327532,2.78664,5.50266
9.18928,6.64411,3.92102,-5.30742,-4.72946,2.7084,-5.20812,-20.0517,-8.97891,-9.02891,-11.3333,-12.6931,-2.44766,-11.3596,-7.52725,-7.27554,-18.4703,-9.44635,-23.0137,-11.5764,-9.28944,-11.905,-14.5104,-19.1638,-7.42281,-11.7626,-11.0793,-3.63072,-6.63362,-4.20789,-0.534443,0.978012,2.16466,2.75727,6.09632,5.8042,7.5028
7.95894,5.64899,5.38644,4.67966,-1.99281,-0.927491,2.58141,-9.6282,-8.84114,-10.7404,-10.1041,-18.455,-14.2736,-10.767,-14.7751,-9.19346,-6.70973,-30.6945,-17.3196,-10.012,-5.93427,-11.4163,-3.72789,-3.59606,-15.0987,-11.7161,-15.9338,-3.26542,-3.60775,-3.87897,-0.651976,2.06161,1.57857,1.92427,5.92182,6.10022,10.2172
12.6545,8.37944,0.627027,-3.49796,-1.55117,-1.61187,-7.61622,-10.275,-24.8556,-17.5507,-10.1305,-11.84,-12.5296,-20.4397,-15.3168,-17.832,-11.902,-9.56539,-10.0009,-20.7544,-12.3426,-14.8264,-11.1032,-12.7862,-12.1987,-7.47827,-14.4184,-6.94173,-7.87315,-3.62511,-6.18528,-2.33161,1.3845,1.80458,3.98146,6.56645,5.81825
5.36444,5.90855,6.01969,6.04371,2.90444,-8.37803,-1.29757,-27.1871,-3.88684,-10.4127,-14.6991,-10.001,-14.698,-5.26989,-11.1299,-8.63403,-22.3634,-14.4826,-22.7536,-21.4851,-19.6347,-29.1921,-28.4569,-17.2266,-11.2218,-15.5107,-11.658,-8.70197,-5.38124,-2.60165,-5.18194,-7.12264,1.92582,2.6599,6.57313,8.06418,9.12428
14.0308,9.90056,2.22174,-9.13396,-2.02512,-20.2875,-5.81347,-2.25255,-2.04135,-19.837,-14.5521,-14.2357,-6.6493,-4.14819,-5.43244,-18.9269,-8.39143,-8.70517,-8.47316,-21.8383,-12.8752,-5.82045,-14.1484,-18.086,-9.97535,-10.2818,-8.28897,-10.0723,-24.8945,-1.55693,-2.74613,-4.32127,-4.33308,-8.68983,3.6861,6.07279,8.74047
