17.8942,13.7407,13.0017,10.755,6.83447,1.77539,9.7963,10.1436,6.32024,1.51893,7.03225,0.183921,6.04807,3.39302,7.8416,1.60667,-3.37971,-8.82419,-19.7417,5.56769,4.15766,5.34123,1.55307,2.21362,7.74729,1.62995,4.54588,7.2878,3.6423,1.01682,1.78686,8.30659,14.4789,17.7636,17.7072,19.0742,21.2628,
10.148,8.20758,6.19932,-24.3444,4.28052,3.07522,7.18458,8.12477,11.3995,8.5873,9.37239,3.8834,10.9005,5.29554,6.76378,-11.5067,-2.231,-4.53027,4.24749,4.37139,8.31961,10.1626,7.86637,9.27293,9.63116,1.97142,7.77351,8.06137,6.34467,-12.8305,3.69282,9.502,13.9897,16.4954,16.5331,18.8896,22.3307,
18.6028,18.8447,16.4018,15.4349,6.00071,6.13261,-0.65122,6.05969,-4.71019,8.57696,9.74489,-12.8119,9.53056,7.93325,2.79115,6.03222,3.97406,5.23494,6.97696,-2.20764,5.84819,7.70128,6.28396,11.5731,7.81351,6.70187,11.2339,5.71212,4.40486,5.637,9.55886,10.6328,13.9741,18.3005,18.1587,19.4455,22.9248,
-6.18998,7.01401,3.55553,6.24877,12.1364,10.6383,8.33674,12.3293,9.90819,5.21242,11.261,6.44368,5.7258,8.2853,5.74187,4.68037,8.46437,-11.3469,4.74641,7.03228,11.8904,6.43327,7.36853,1.60467,9.38469,15.361,11.4982,6.04117,4.74128,3.57574,8.42273,13.745,14.2734,15.6092,19.3335,21.3765,24.599,
15.9922,12.7479,10.4073,12.91,11.2994,9.60793,16.2174,17.1441,15.1489,16.7176,11.1868,5.89313,8.87972,1.47539,-20.9482,-2.18779,4.22964,-0.266595,5.53912,5.9979,4.58224,6.12311,8.33922,1.53904,11.954,12.2077,1.82064,7.07703,9.56307,12.9494,13.0861,14.1249,16.7464,20.3372,21.8706,23.321,25.3291,
15.1276,10.3766,12.9732,11.9793,8.95678,9.18119,9.84739,13.8754,19.7258,15.6405,14.106,10.5638,9.62539,-1.29681,-1.38921,0.718127,4.33086,2.42009,10.4015,3.57769,4.96576,0.619335,2.38409,13.0381,13.5664,-4.04633,3.61042,4.98157,9.16552,12.7091,12.881,10.7133,14.5317,14.9016,19.067,21.447,23.5513,
27.3208,23.8401,20.9091,14.227,2.01558,14.9664,18.2843,10.2096,13.1839,11.2514,12.0862,5.83552,7.44135,10.48,-0.00342139,6.64268,3.2543,3.42373,3.04316,7.22486,7.43457,9.13579,13.1297,13.8784,7.00345,0.481641,8.07375,9.63704,12.0219,14.3754,17.4708,16.1543,15.9113,19.526,21.6799,21.9227,24.3051,
12.9182,5.91986,15.144,15.3338,17.3188,15.7557,9.77197,12.554,5.02796,7.21542,8.3358,8.7552,3.98169,7.95836,11.2862,4.48124,-2.59361,-1.1458,0.0910558,2.5061,-4.76258,-13.8651,1.38506,2.59728,10.0514,14.865,5.29047,11.2769,9.3164,10.5644,16.431,17.3878,18.7345,20.2992,21.2329,20.6064,23.6574,
27.1809,23.4435,21.1844,20.2894,16.734,3.91865,15.9579,10.5032,5.9566,-1.39966,7.57038,-3.47215,7.17121,-0.462419,7.67191,3.39124,2.22523,1.59142,3.09183,-7.63057,-3.30069,-2.30808,9.76323,3.17747,9.19317,6.91139,1.3285,8.50094,4.20671,12.0682,14.933,13.2173,15.3155,18.2194,21.1478,22.2412,23.3914,
27.3933,23.157,13.9651,19.3011,23.1427,16.9818,-1.77568,9.00899,10.4507,3.68172,6.15812,4.38702,2.53463,4.3387,4.53862,5.75859,5.33873,0.330562,0.187856,8.38754,9.67078,11.7217,10.3022,9.97452,-4.01762,2.20354,-2.6748,3.10118,3.86832,6.73817,10.4558,13.7081,16.1743,15.277,18.7153,20.0026,22.3908,
31.373,29.2487,24.9554,20.0377,16.4688,6.5583,12.8795,-4.99775,10.7256,2.46338,1.37738,-0.95391,-2.95785,1.19199,-9.43282,4.94431,1.81243,5.99597,5.38025,2.27368,1.59221,11.1867,4.2671,5.48576,3.00876,-8.27557,1.92868,-1.38416,9.61754,4.43987,8.20639,9.80252,9.81651,13.0053,20.7329,21.6912,25.2837,
