1	1	9.64E+00	8.13E+01
1	2	9.67E+00	-1.79E+02
1	3	9.68E+00	-9.74E+01
1	4	9.66E+00	1.08E+00
2	1	8.58E+00	8.45E+01
2	2	8.58E+00	-1.72E+02
2	3	8.59E+00	-9.03E+01
2	4	8.60E+00	3.53E+00
3	1	1.45E+01	-3.91E+01
3	2	1.45E+01	6.10E+01
3	3	1.45E+01	1.42E+02
3	4	1.45E+01	-1.20E+02
5	1	1.51E+01	-4.04E+01
5	2	1.52E+01	5.81E+01
5	3	1.51E+01	1.39E+02
5	4	1.51E+01	-1.22E+02
6	1	4.27E+00	-2.29E+01
6	2	4.28E+00	7.60E+01
6	3	4.28E+00	1.57E+02
6	4	4.25E+00	-1.04E+02
7	1	1.25E+01	-4.18E+01
7	2	1.25E+01	5.66E+01
7	3	1.25E+01	1.38E+02
7	4	1.25E+01	-1.23E+02
8	1	1.10E+01	1.54E+02
8	2	1.11E+01	-1.07E+02
8	3	1.11E+01	-2.66E+01
8	4	1.11E+01	7.30E+01
9	1	1.26E+01	2.29E+01
9	2	1.26E+01	1.21E+02
9	3	1.26E+01	-1.57E+02
9	4	1.26E+01	-5.82E+01
10	1	8.66E+00	6.54E+01
10	2	8.66E+00	1.64E+02
10	3	8.68E+00	-1.15E+02
10	4	8.69E+00	-1.55E+01
11	1	1.07E+01	1.06E+02
11	2	1.07E+01	-1.55E+02
11	3	1.06E+01	-7.47E+01
11	4	1.06E+01	2.46E+01
12	1	1.05E+01	1.23E+02
12	2	1.05E+01	-1.38E+02
12	3	1.05E+01	-5.76E+01
12	4	1.05E+01	4.08E+01
13	1	8.95E+00	8.12E+01
13	2	8.99E+00	-1.80E+02
13	3	8.98E+00	-9.94E+01
13	4	8.94E+00	-4.09E-01
14	1	9.79E+00	7.85E+01
14	2	9.80E+00	1.77E+02
14	3	9.82E+00	-1.01E+02
14	4	9.80E+00	-2.80E+00
15	1	8.02E+00	1.66E+02
15	2	8.09E+00	-9.50E+01
15	3	8.06E+00	-1.43E+01
15	4	8.01E+00	8.48E+01
16	1	1.37E+01	4.64E+01
16	2	1.37E+01	1.45E+02
16	3	1.36E+01	-1.34E+02
16	4	1.36E+01	-3.45E+01
17	1	1.01E+01	8.72E+01
17	2	1.01E+01	-1.74E+02
17	3	1.00E+01	-9.26E+01
17	4	1.00E+01	6.09E+00
18	1	1.52E+01	2.73E+01
18	2	1.52E+01	1.26E+02
18	3	1.52E+01	-1.53E+02
18	4	1.52E+01	-5.44E+01
19	1	1.23E+01	-1.54E+02
19	2	1.23E+01	-5.50E+01
19	3	1.23E+01	2.51E+01
19	4	1.23E+01	1.24E+02
21	1	1.29E+01	-1.29E+02
21	2	1.29E+01	-3.08E+01
21	3	1.30E+01	4.99E+01
21	4	1.29E+01	1.49E+02
22	1	1.30E+01	7.20E+01
22	2	1.30E+01	1.71E+02
22	3	1.30E+01	-1.08E+02
22	4	1.30E+01	-9.14E+00
23	1	1.36E+01	1.59E+02
23	2	1.37E+01	-1.03E+02
23	3	1.37E+01	-2.18E+01
23	4	1.37E+01	7.70E+01
24	1	9.71E+00	-9.21E+01
24	2	9.74E+00	7.02E+00
24	3	9.75E+00	8.78E+01
24	4	9.72E+00	-1.73E+02
25	1	1.07E+01	4.90E+01
25	2	1.08E+01	1.48E+02
25	3	1.08E+01	-1.31E+02
25	4	1.08E+01	-3.19E+01
26	1	1.06E+01	-9.51E+01
26	2	1.07E+01	3.92E+00
26	3	1.07E+01	8.47E+01
26	4	1.07E+01	-1.76E+02
27	1	1.34E+01	1.54E+02
27	2	1.34E+01	-1.07E+02
27	3	1.34E+01	-2.59E+01
27	4	1.34E+01	7.29E+01
28	1	1.28E+01	1.67E+02
28	2	1.28E+01	-9.50E+01
28	3	1.28E+01	-1.48E+01
28	4	1.28E+01	8.40E+01
29	1	1.02E+01	-2.11E+01
29	2	1.03E+01	7.74E+01
29	3	1.03E+01	1.58E+02
29	4	1.03E+01	-1.03E+02
30	1	1.39E+01	-6.18E+01
30	2	1.39E+01	3.75E+01
30	3	1.39E+01	1.19E+02
30	4	1.39E+01	-1.43E+02
31	1	1.39E+01	1.48E+02
31	2	1.40E+01	-1.14E+02
31	3	1.40E+01	-3.28E+01
31	4	1.39E+01	6.63E+01
32	1	1.18E+01	-1.73E+02
32	2	1.18E+01	-7.34E+01
32	3	1.18E+01	6.55E+00
32	4	1.18E+01	1.06E+02
